Lipid,Parent_Ion,Product_Ion,Class,Transition,IDs,Names
[TG(52:5)]_FA16:1,870.8,599.8,TG,870.8 -> 599.8,"LMGL03010185, LMGL03010168, LMGL03010184, LMGL03015815, LMGL03015818, LMGL03014674, LMGL03010163, LMGL03014269","TG(16:0/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:1(9Z)/18:1(9Z)/18:3(9Z,12Z,15Z))[iso6], TG(16:1(9Z)/16:1(9Z)/20:3(8Z,11Z,14Z))[iso3], TG(16:1(9Z)/18:0/18:4(6Z,9Z,12Z,15Z))[iso6], TG(16:1(9Z)/18:1(9Z)/18:3(6Z,9Z,12Z))[iso6], TG(14:1(9Z)/16:1(9Z)/22:3(10Z,13Z,16Z))[iso6], TG(16:1(9Z)/18:2(9Z,12Z)/18:2(9Z,12Z))[iso3], TG(14:0/16:1(9Z)/22:4(7Z,10Z,13Z,16Z))[iso6]"
[TG(52:5)]_FA18:0,870.8,569.8,TG,870.8 -> 569.8,"LMGL03014758, LMGL03015815, LMGL03014353, LMGL03013460","TG(14:1(9Z)/18:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:1(9Z)/18:0/18:4(6Z,9Z,12Z,15Z))[iso6], TG(14:0/18:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(12:0/18:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]"
[TG(52:5)]_FA18:1,870.8,571.8,TG,870.8 -> 571.8,"LMGL03010168, LMGL03013479, LMGL03014777, LMGL03015818, LMGL03015728, LMGL03014372, LMGL03010140","TG(16:1(9Z)/18:1(9Z)/18:3(9Z,12Z,15Z))[iso6], TG(12:0/18:1(9Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(14:1(9Z)/18:1(9Z)/20:3(8Z,11Z,14Z))[iso6], TG(16:1(9Z)/18:1(9Z)/18:3(6Z,9Z,12Z))[iso6], TG(16:0/18:1(9Z)/18:4(6Z,9Z,12Z,15Z))[iso6], TG(14:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(17:2(9Z,12Z)/17:2(9Z,12Z)/18:1(9Z))[iso3]"
[TG(52:6)]_FA16:0,868.7,595.7,TG,868.7 -> 595.7,"LMGL03014246, LMGL03014651, LMGL03015732, LMGL03015735, LMGL03010192, LMGL03010215, LMGL03012985","TG(14:0/16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(14:1(9Z)/16:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:0/18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z))[iso6], TG(16:0/18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z))[iso6], TG(16:0/18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z))[iso3], TG(16:0/16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(16:0/18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z))[iso3]"
[TG(52:6)]_FA16:1,868.7,597.7,TG,868.7 -> 597.7,"LMGL03014675, LMGL03015819, LMGL03015822, LMGL03014270, LMGL03010193, LMGL03010215, LMGL03010214","TG(14:1(9Z)/16:1(9Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(16:1(9Z)/18:1(9Z)/18:4(6Z,9Z,12Z,15Z))[iso6], TG(16:1(9Z)/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))[iso6], TG(14:0/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:1(9Z)/18:2(9Z,12Z)/18:3(9Z,12Z,15Z))[iso6], TG(16:0/16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso3]"
[TG(52:6)]_FA18:0,868.7,567.7,TG,868.7 -> 567.7,"LMGL03014759, LMGL03013461","TG(14:1(9Z)/18:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(12:0/18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]"
[TG(52:6)]_FA18:1,868.7,569.7,TG,868.7 -> 569.7,"LMGL03013480, LMGL03014778, LMGL03015819, LMGL03014373","TG(12:0/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(14:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:1(9Z)/18:1(9Z)/18:4(6Z,9Z,12Z,15Z))[iso6], TG(14:0/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]"
[TG(54:0)]_FA16:0,908.9,635.9,TG,908.9 -> 635.9,"LMGL03010249, LMGL03010283, LMGL03010175, LMGL03010257","TG(16:0/16:0/22:0)[iso3], TG(16:0/17:0/21:0)[iso6], TG(16:0/18:0/20:0)[iso6], TG(16:0/19:0/19:0)[iso3]"
[TG(54:0)]_FA16:1,908.9,637.9,TG,908.9 -> 637.9,N/A,N/A
[TG(54:0)]_FA18:0,908.9,607.896,TG,908.9 -> 607.896,"LMGL03010199, LMGL03015138, LMGL03010175, LMGL03014355, LMGL03010002","TG(17:0/18:0/19:0)[iso6], TG(15:0/18:0/21:0)[iso6], TG(16:0/18:0/20:0)[iso6], TG(14:0/18:0/22:0)[iso6], TG(18:0/18:0/18:0)"
[TG(54:0)]_FA18:1,908.9,609.9,TG,908.9 -> 609.9,N/A,N/A
[TG(54:1)]_FA16:0,906.8,633.8,TG,906.8 -> 633.8,"LMGL03010285, LMGL03010321, LMGL03015772, LMGL03010205, LMGL03012984, LMGL03010286, LMGL03010201","TG(16:0/16:1(9Z)/22:0)[iso6], TG(16:0/17:1(9Z)/21:0)[iso6], TG(16:0/19:0/19:1(9Z))[iso6], TG(16:0/18:0/20:1(11Z))[iso6], TG(16:0/16:0/22:1(11Z))[iso3], TG(16:0/16:0/22:1(13Z))[iso3], TG(16:0/18:1(9Z)/20:0)[iso6]"
[TG(54:1)]_FA16:1,906.8,635.8,TG,906.8 -> 635.8,"LMGL03010285, LMGL03010322, LMGL03010202, LMGL03010292","TG(16:0/16:1(9Z)/22:0)[iso6], TG(16:1(9Z)/17:0/21:0)[iso6], TG(16:1(9Z)/18:0/20:0)[iso6], TG(16:1(9Z)/19:0/19:0)[iso3]"
[TG(54:1)]_FA18:0,906.8,605.8,TG,906.8 -> 605.8,"LMGL03014761, LMGL03015489, LMGL03015903, LMGL03010202, LMGL03010205, LMGL03014356, LMGL03010228, LMGL03010188","TG(14:1(9Z)/18:0/22:0)[iso6], TG(15:1(9Z)/18:0/21:0)[iso6], TG(17:0/18:0/19:1(9Z))[iso6], TG(16:1(9Z)/18:0/20:0)[iso6], TG(16:0/18:0/20:1(11Z))[iso6], TG(14:0/18:0/22:1(11Z))[iso6], TG(17:1(9Z)/18:0/19:0)[iso6], TG(18:0/18:0/18:1(9Z))[iso3]"
[TG(54:1)]_FA18:1,906.8,607.8,TG,906.8 -> 607.8,"LMGL03014375, LMGL03015158, LMGL03010201, LMGL03010188, LMGL03010227","TG(14:0/18:1(9Z)/22:0)[iso6], TG(15:0/18:1(9Z)/21:0)[iso6], TG(16:0/18:1(9Z)/20:0)[iso6], TG(18:0/18:0/18:1(9Z))[iso3], TG(17:0/18:1(9Z)/19:0)[iso6]"
[TG(54:2)]_FA16:0,904.8,631.8,TG,904.8 -> 631.8,"LMGL03010230, LMGL03010325, LMGL03010362, LMGL03015710, LMGL03010238, LMGL03012987, LMGL03010370, LMGL03010234","TG(16:0/18:2(9Z,12Z)/20:0)[iso6], TG(16:0/16:1(9Z)/22:1(13Z))[iso6], TG(16:0/17:2(9Z,12Z)/21:0)[iso6], TG(16:0/16:1(9Z)/22:1(11Z))[iso6], TG(16:0/18:0/20:2(11Z,14Z))[iso6], TG(16:0/19:1(9Z)/19:1(9Z))[iso3], TG(16:0/16:0/22:2(13Z,16Z))[iso3], TG(16:0/18:1(9Z)/20:1(11Z))[iso6]"
[TG(54:2)]_FA16:1,904.8,633.8,TG,904.8 -> 633.8,"LMGL03010231, LMGL03010324, LMGL03010325, LMGL03010363, LMGL03015863, LMGL03015710, LMGL03010235","TG(16:1(9Z)/18:1(9Z)/20:0)[iso6], TG(16:1(9Z)/16:1(9Z)/22:0)[iso3], TG(16:0/16:1(9Z)/22:1(13Z))[iso6], TG(16:1(9Z)/17:1(9Z)/21:0)[iso6], TG(16:1(9Z)/19:0/19:1(9Z))[iso6], TG(16:0/16:1(9Z)/22:1(11Z))[iso6], TG(16:1(9Z)/18:0/20:1(11Z))[iso6]"
[TG(54:2)]_FA18:0,904.8,603.8,TG,904.8 -> 603.8,"LMGL03014357, LMGL03010220, LMGL03015986, LMGL03014762, LMGL03010238, LMGL03010217, LMGL03010261, LMGL03010235","TG(14:0/18:0/22:2(13Z,16Z))[iso6], TG(18:0/18:0/18:2(9Z,12Z))[iso3], TG(17:1(9Z)/18:0/19:1(9Z))[iso6], TG(14:1(9Z)/18:0/22:1(11Z))[iso6], TG(16:0/18:0/20:2(11Z,14Z))[iso6], TG(18:0/18:1(9Z)/18:1(9Z))[iso3], TG(17:2(9Z,12Z)/18:0/19:0)[iso6], TG(16:1(9Z)/18:0/20:1(11Z))[iso6]"
[TG(54:2)]_FA18:1,904.8,605.8,TG,904.8 -> 605.8,"LMGL03010231, LMGL03014376, LMGL03014781, LMGL03015509, LMGL03015907, LMGL03010260, LMGL03010217, LMGL03010234","TG(16:1(9Z)/18:1(9Z)/20:0)[iso6], TG(14:0/18:1(9Z)/22:1(11Z))[iso6], TG(14:1(9Z)/18:1(9Z)/22:0)[iso6], TG(15:1(9Z)/18:1(9Z)/21:0)[iso6], TG(17:0/18:1(9Z)/19:1(9Z))[iso6], TG(17:1(9Z)/18:1(9Z)/19:0)[iso6], TG(18:0/18:1(9Z)/18:1(9Z))[iso3], TG(16:0/18:1(9Z)/20:1(11Z))[iso6]"
[TG(54:3)]_FA16:0,902.8,629.8,TG,902.8 -> 629.8,"LMGL03010267, LMGL03010326, LMGL03010417, LMGL03015739, LMGL03010275, LMGL03010271, LMGL03010262","TG(16:0/18:2(9Z,12Z)/20:1(11Z))[iso6], TG(16:0/16:0/22:3(10Z,13Z,16Z))[iso3], TG(16:0/16:1(9Z)/22:2(13Z,16Z))[iso6], TG(16:0/18:3(6Z,9Z,12Z)/20:0)[iso6], TG(16:0/18:0/20:3(8Z,11Z,14Z))[iso6], TG(16:0/18:1(9Z)/20:2(11Z,14Z))[iso6], TG(16:0/18:3(9Z,12Z,15Z)/20:0)[iso6]"
[TG(54:3)]_FA16:1,902.8,631.8,TG,902.8 -> 631.8,"LMGL03010263, LMGL03010272, LMGL03012992, LMGL03010417, LMGL03010408, LMGL03010368, LMGL03010268, LMGL03012995","TG(16:1(9Z)/18:2(9Z,12Z)/20:0)[iso6], TG(16:1(9Z)/18:0/20:2(11Z,14Z))[iso6], TG(16:1(9Z)/16:1(9Z)/22:1(11Z))[iso3], TG(16:0/16:1(9Z)/22:2(13Z,16Z))[iso6], TG(16:1(9Z)/17:2(9Z,12Z)/21:0)[iso6], TG(16:1(9Z)/16:1(9Z)/22:1(13Z))[iso3], TG(16:1(9Z)/18:1(9Z)/20:1(11Z))[iso6], TG(16:1(9Z)/19:1(9Z)/19:1(9Z))[iso3]"
[TG(54:3)]_FA18:0,902.8,601.8,TG,902.8 -> 601.8,"LMGL03010256, LMGL03010272, LMGL03014763, LMGL03016065, LMGL03014358, LMGL03013021, LMGL03010275, LMGL03010252","TG(18:0/18:0/18:3(9Z,12Z,15Z))[iso3], TG(16:1(9Z)/18:0/20:2(11Z,14Z))[iso6], TG(14:1(9Z)/18:0/22:2(13Z,16Z))[iso6], TG(17:2(9Z,12Z)/18:0/19:1(9Z))[iso6], TG(14:0/18:0/22:3(10Z,13Z,16Z))[iso6], TG(18:0/18:0/18:3(6Z,9Z,12Z))[iso3], TG(16:0/18:0/20:3(8Z,11Z,14Z))[iso6], TG(18:0/18:1(9Z)/18:2(9Z,12Z))[iso6]"
[TG(54:3)]_FA18:1,902.8,603.8,TG,902.8 -> 603.8,"LMGL03010250, LMGL03010295, LMGL03012612, LMGL03012613, LMGL03014782, LMGL03015990, LMGL03014377, LMGL03010271, LMGL03010252, LMGL03010268","TG(18:1(9Z)/18:1(9Z)/18:1(9Z)), TG(17:2(9Z,12Z)/18:1(9Z)/19:0)[iso6], TG(18:1(9Z)/18:1(6Z)/18:1(9Z)), TG(18:1(6Z)/18:1(9Z)/18:1(6Z)), TG(14:1(9Z)/18:1(9Z)/22:1(11Z))[iso6], TG(17:1(9Z)/18:1(9Z)/19:1(9Z))[iso6], TG(14:0/18:1(9Z)/22:2(13Z,16Z))[iso6], TG(16:0/18:1(9Z)/20:2(11Z,14Z))[iso6], TG(18:0/18:1(9Z)/18:2(9Z,12Z))[iso6], TG(16:1(9Z)/18:1(9Z)/20:1(11Z))[iso6]"
[TG(54:4)]_FA16:0,900.8,627.8,TG,900.8 -> 627.8,"LMGL03010302, LMGL03010311, LMGL03010315, LMGL03015758, LMGL03010369, LMGL03015740, LMGL03010418, LMGL03010307","TG(16:0/18:3(9Z,12Z,15Z)/20:1(11Z))[iso6], TG(16:0/18:1(9Z)/20:3(8Z,11Z,14Z))[iso6], TG(16:0/18:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:0/18:4(6Z,9Z,12Z,15Z)/20:0)[iso6], TG(16:0/16:1(9Z)/22:3(10Z,13Z,16Z))[iso6], TG(16:0/18:3(6Z,9Z,12Z)/20:1(11Z))[iso6], TG(16:0/16:0/22:4(7Z,10Z,13Z,16Z))[iso3], TG(16:0/18:2(9Z,12Z)/20:2(11Z,14Z))[iso6]"
[TG(54:4)]_FA16:1,900.8,629.8,TG,900.8 -> 629.8,"LMGL03010298, LMGL03010303, LMGL03010308, LMGL03015830, LMGL03010369, LMGL03010312, LMGL03010468","TG(16:1(9Z)/18:3(9Z,12Z,15Z)/20:0)[iso6], TG(16:1(9Z)/18:2(9Z,12Z)/20:1(11Z))[iso6], TG(16:1(9Z)/18:1(9Z)/20:2(11Z,14Z))[iso6], TG(16:1(9Z)/18:3(6Z,9Z,12Z)/20:0)[iso6], TG(16:0/16:1(9Z)/22:3(10Z,13Z,16Z))[iso6], TG(16:1(9Z)/18:0/20:3(8Z,11Z,14Z))[iso6], TG(16:1(9Z)/16:1(9Z)/22:2(13Z,16Z))[iso3]"
[TG(54:4)]_FA18:0,900.8,599.8,TG,900.8 -> 599.8,"LMGL03010291, LMGL03010315, LMGL03014359, LMGL03014764, LMGL03016142, LMGL03010287, LMGL03010312, LMGL03013022","TG(18:0/18:1(9Z)/18:3(9Z,12Z,15Z))[iso6], TG(16:0/18:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(14:0/18:0/22:4(7Z,10Z,13Z,16Z))[iso6], TG(14:1(9Z)/18:0/22:3(10Z,13Z,16Z))[iso6], TG(18:0/18:1(9Z)/18:3(6Z,9Z,12Z))[iso6], TG(18:0/18:2(9Z,12Z)/18:2(9Z,12Z))[iso3], TG(16:1(9Z)/18:0/20:3(8Z,11Z,14Z))[iso6], TG(18:0/18:0/18:4(6Z,9Z,12Z,15Z))[iso3]"
[TG(54:4)]_FA18:1,900.8,601.8,TG,900.8 -> 601.8,"LMGL03010288, LMGL03010291, LMGL03010308, LMGL03010311, LMGL03014783, LMGL03016142, LMGL03016069, LMGL03014378","TG(18:1(9Z)/18:1(9Z)/18:2(9Z,12Z))[iso3], TG(18:0/18:1(9Z)/18:3(9Z,12Z,15Z))[iso6], TG(16:1(9Z)/18:1(9Z)/20:2(11Z,14Z))[iso6], TG(16:0/18:1(9Z)/20:3(8Z,11Z,14Z))[iso6], TG(14:1(9Z)/18:1(9Z)/22:2(13Z,16Z))[iso6], TG(18:0/18:1(9Z)/18:3(6Z,9Z,12Z))[iso6], TG(17:2(9Z,12Z)/18:1(9Z)/19:1(9Z))[iso6], TG(14:0/18:1(9Z)/22:3(10Z,13Z,16Z))[iso6]"
[TG(54:5)]_FA16:0,898.8,625.8,TG,898.8 -> 625.8,"LMGL03010469, LMGL03010346, LMGL03010351, LMGL03010355, LMGL03010359, LMGL03010470, LMGL03015741, LMGL03015759","TG(16:0/16:1(9Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(16:0/18:3(9Z,12Z,15Z)/20:2(11Z,14Z))[iso6], TG(16:0/18:2(9Z,12Z)/20:3(8Z,11Z,14Z))[iso6], TG(16:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:0/18:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(16:0/16:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso3], TG(16:0/18:3(6Z,9Z,12Z)/20:2(11Z,14Z))[iso6], TG(16:0/18:4(6Z,9Z,12Z,15Z)/20:1(11Z))[iso6]"
[TG(54:5)]_FA16:1,898.8,627.8,TG,898.8 -> 627.8,"LMGL03010469, LMGL03010342, LMGL03010347, LMGL03010352, LMGL03010356, LMGL03015831, LMGL03015849, LMGL03010416","TG(16:0/16:1(9Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(16:1(9Z)/18:3(9Z,12Z,15Z)/20:1(11Z))[iso6], TG(16:1(9Z)/18:2(9Z,12Z)/20:2(11Z,14Z))[iso6], TG(16:1(9Z)/18:1(9Z)/20:3(8Z,11Z,14Z))[iso6], TG(16:1(9Z)/18:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:1(9Z)/18:3(6Z,9Z,12Z)/20:1(11Z))[iso6], TG(16:1(9Z)/18:4(6Z,9Z,12Z,15Z)/20:0)[iso6], TG(16:1(9Z)/16:1(9Z)/22:3(10Z,13Z,16Z))[iso3]"
[TG(54:5)]_FA18:0,898.8,597.8,TG,898.8 -> 597.8,"LMGL03014360, LMGL03010329, LMGL03010356, LMGL03010359, LMGL03016143, LMGL03016146, LMGL03014765","TG(14:0/18:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:0/18:2(9Z,12Z)/18:3(9Z,12Z,15Z))[iso6], TG(16:1(9Z)/18:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:0/18:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(18:0/18:1(9Z)/18:4(6Z,9Z,12Z,15Z))[iso6], TG(18:0/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))[iso6], TG(14:1(9Z)/18:0/22:4(7Z,10Z,13Z,16Z))[iso6]"
[TG(54:5)]_FA18:1,898.8,599.8,TG,898.8 -> 599.8,"LMGL03010327, LMGL03010352, LMGL03010355, LMGL03014784, LMGL03016143, LMGL03010330, LMGL03014379, LMGL03013029","TG(18:1(9Z)/18:2(9Z,12Z)/18:2(9Z,12Z))[iso3], TG(16:1(9Z)/18:1(9Z)/20:3(8Z,11Z,14Z))[iso6], TG(16:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(14:1(9Z)/18:1(9Z)/22:3(10Z,13Z,16Z))[iso6], TG(18:0/18:1(9Z)/18:4(6Z,9Z,12Z,15Z))[iso6], TG(18:1(9Z)/18:1(9Z)/18:3(9Z,12Z,15Z))[iso3], TG(14:0/18:1(9Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:1(9Z)/18:1(9Z)/18:3(6Z,9Z,12Z))[iso3]"
[TG(54:6)]_FA16:0,896.8,623.8,TG,896.8 -> 623.8,"LMGL03010399, LMGL03015760, LMGL03015742, LMGL03010525, LMGL03010526, LMGL03010394, LMGL03010403","TG(16:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:0/18:4(6Z,9Z,12Z,15Z)/20:2(11Z,14Z))[iso6], TG(16:0/18:3(6Z,9Z,12Z)/20:3(8Z,11Z,14Z))[iso6], TG(16:0/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:0/16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso3], TG(16:0/18:3(9Z,12Z,15Z)/20:3(8Z,11Z,14Z))[iso6], TG(16:0/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]"
[TG(54:6)]_FA16:1,896.8,625.8,TG,896.8 -> 625.8,"LMGL03015832, LMGL03015850, LMGL03010525, LMGL03010400, LMGL03010395, LMGL03010404, LMGL03010524, LMGL03010390","TG(16:1(9Z)/18:3(6Z,9Z,12Z)/20:2(11Z,14Z))[iso6], TG(16:1(9Z)/18:4(6Z,9Z,12Z,15Z)/20:1(11Z))[iso6], TG(16:0/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:1(9Z)/18:2(9Z,12Z)/20:3(8Z,11Z,14Z))[iso6], TG(16:1(9Z)/18:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(16:1(9Z)/16:1(9Z)/22:4(7Z,10Z,13Z,16Z))[iso3], TG(16:1(9Z)/18:3(9Z,12Z,15Z)/20:2(11Z,14Z))[iso6]"
[TG(54:6)]_FA18:0,896.8,595.8,TG,896.8 -> 595.8,"LMGL03010372, LMGL03013025, LMGL03014361, LMGL03016147, LMGL03016150, LMGL03014766, LMGL03010404","TG(18:0/18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z))[iso3], TG(18:0/18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z))[iso3], TG(14:0/18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:0/18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z))[iso6], TG(18:0/18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z))[iso6], TG(14:1(9Z)/18:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:1(9Z)/18:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]"
[TG(54:6)]_FA18:1,896.8,597.8,TG,896.8 -> 597.8,"LMGL03010373, LMGL03014785, LMGL03016217, LMGL03010400, LMGL03013030, LMGL03014380, LMGL03010403","TG(18:1(9Z)/18:2(9Z,12Z)/18:3(9Z,12Z,15Z))[iso6], TG(14:1(9Z)/18:1(9Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:1(9Z)/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))[iso6], TG(16:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:1(9Z)/18:1(9Z)/18:4(6Z,9Z,12Z,15Z))[iso3], TG(14:0/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:0/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]"
[TG(54:7)]_FA16:0,894.8,621.8,TG,894.8 -> 621.8,"LMGL03010446, LMGL03015743, LMGL03015761, LMGL03010586, LMGL03010451","TG(16:0/18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:0/18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:0/18:4(6Z,9Z,12Z,15Z)/20:3(8Z,11Z,14Z))[iso6], TG(16:0/16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:0/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]"
[TG(54:7)]_FA16:1,894.8,623.8,TG,894.8 -> 623.8,"LMGL03010442, LMGL03015833, LMGL03010586, LMGL03015851, LMGL03010585, LMGL03010447, LMGL03010452","TG(16:1(9Z)/18:3(9Z,12Z,15Z)/20:3(8Z,11Z,14Z))[iso6], TG(16:1(9Z)/18:3(6Z,9Z,12Z)/20:3(8Z,11Z,14Z))[iso6], TG(16:0/16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:1(9Z)/18:4(6Z,9Z,12Z,15Z)/20:2(11Z,14Z))[iso6], TG(16:1(9Z)/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso3], TG(16:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:1(9Z)/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]"
[TG(54:7)]_FA18:0,894.8,593.8,TG,894.8 -> 593.8,"LMGL03014767, LMGL03016151, LMGL03016168","TG(14:1(9Z)/18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:0/18:3(6Z,9Z,12Z)/18:4(6Z,9Z,12Z,15Z))[iso6], TG(18:0/18:3(9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))[iso6]"
[TG(54:7)]_FA18:1,894.8,595.8,TG,894.8 -> 595.8,"LMGL03014786, LMGL03016218, LMGL03016221, LMGL03014381, LMGL03010419, LMGL03010452, LMGL03013033","TG(14:1(9Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:1(9Z)/18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z))[iso6], TG(18:1(9Z)/18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z))[iso6], TG(14:0/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:1(9Z)/18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z))[iso3], TG(16:1(9Z)/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(18:1(9Z)/18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z))[iso3]"
[TG(54:8)]_FA16:0,892.7,619.7,TG,892.7 -> 619.7,"LMGL03010502, LMGL03015744, LMGL03015762","TG(16:0/18:3(9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(16:0/18:3(6Z,9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(16:0/18:4(6Z,9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))[iso6]"
[TG(54:8)]_FA16:1,892.7,621.7,TG,892.7 -> 621.7,"LMGL03010503, LMGL03015852, LMGL03010498, LMGL03010649, LMGL03015834","TG(16:1(9Z)/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(16:1(9Z)/18:4(6Z,9Z,12Z,15Z)/20:3(8Z,11Z,14Z))[iso6], TG(16:1(9Z)/18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:1(9Z)/16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso3], TG(16:1(9Z)/18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6]"
[TG(54:8)]_FA18:0,892.7,591.696,TG,892.7 -> 591.696,LMGL03013026,"TG(18:0/18:4(6Z,9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))[iso3]"
[TG(54:8)]_FA18:1,892.7,593.7,TG,892.7 -> 593.7,"LMGL03014787, LMGL03016222, LMGL03016239","TG(14:1(9Z)/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:1(9Z)/18:3(6Z,9Z,12Z)/18:4(6Z,9Z,12Z,15Z))[iso6], TG(18:1(9Z)/18:3(9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))[iso6]"
[TG(56:0)]_FA16:0,936.9,663.9,TG,936.9 -> 663.9,"LMGL03010335, LMGL03010459, LMGL03010622","TG(16:0/20:0/20:0)[iso3], TG(16:0/18:0/22:0)[iso6], TG(16:0/19:0/21:0)[iso6]"
[TG(56:0)]_FA16:1,936.9,665.9,TG,936.9 -> 665.9,N/A,N/A
