Lipid,Parent_Ion,Product_Ion,Class,Transition,IDs,Names
PC(40:5),836.6,184.1,PC,836.6 -> 184.1,"LMGP01012188, LMGP01012160, LMGP01011727, LMGP01011613, LMGP01011944, LMGP01012049, LMGP01011668, LMGP01012214, LMGP01012078, LMGP01012231, LMGP01012225, LMGP01012183, LMGP01010818, LMGP01011697, LMGP01011800, LMGP01011827, LMGP01011857, LMGP01012050, LMGP01012191, LMGP01010816, LMGP01012204, LMGP01011916, LMGP01012020, LMGP01011887","PC(20:1(11Z)/20:4(8Z,11Z,14Z,17Z)), PC(18:1(11Z)/22:4(7Z,10Z,13Z,16Z)), PC(18:4(6Z,9Z,12Z,15Z)/22:1(11Z)), PC(18:1(9Z)/22:4(7Z,10Z,13Z,16Z)), PC(20:5(5Z,8Z,11Z,14Z,17Z)/20:0), PC(22:2(13Z,16Z)/18:3(6Z,9Z,12Z)), PC(18:3(6Z,9Z,12Z)/22:2(13Z,16Z)), PC(20:4(8Z,11Z,14Z,17Z)/20:1(11Z)), PC(22:4(7Z,10Z,13Z,16Z)/18:1(9Z)), PC(22:4(7Z,10Z,13Z,16Z)/18:1(11Z)), PC(22:1(13Z)/18:4(6Z,9Z,12Z,15Z)), PC(18:4(6Z,9Z,12Z,15Z)/22:1(13Z)), PC(18:0/22:5(7Z,10Z,13Z,16Z,19Z)), PC(18:3(9Z,12Z,15Z)/22:2(13Z,16Z)), PC(20:0/20:5(5Z,8Z,11Z,14Z,17Z)), PC(20:1(11Z)/20:4(5Z,8Z,11Z,14Z)), PC(20:2(11Z,14Z)/20:3(8Z,11Z,14Z)), PC(22:2(13Z,16Z)/18:3(9Z,12Z,15Z)), PC(20:2(11Z,14Z)/20:3(5Z,8Z,11Z)), PC(18:0/22:5(4Z,7Z,10Z,13Z,16Z)), PC(20:3(5Z,8Z,11Z)/20:2(11Z,14Z)), PC(20:4(5Z,8Z,11Z,14Z)/20:1(11Z)), PC(22:1(11Z)/18:4(6Z,9Z,12Z,15Z)), PC(20:3(8Z,11Z,14Z)/20:2(11Z,14Z))"
PC(40:6),834.6,184.1,PC,834.6 -> 184.1,"LMGP01011888, LMGP01012107, LMGP01011639, LMGP01010823, LMGP01010821, LMGP01010846, LMGP01011728, LMGP01011828, LMGP01011858, LMGP01011917, LMGP01012051, LMGP01012079, LMGP01011945","PC(20:3(8Z,11Z,14Z)/20:3(8Z,11Z,14Z)), PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:0), PC(18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z)), PC(18:0/22:6(9Z,11Z,13Z,15Z,17Z,19E)), PC(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PC(18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z)), PC(18:4(6Z,9Z,12Z,15Z)/22:2(13Z,16Z)), PC(20:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z)), PC(20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z)), PC(20:4(5Z,8Z,11Z,14Z)/20:2(11Z,14Z)), PC(22:2(13Z,16Z)/18:4(6Z,9Z,12Z,15Z)), PC(22:4(7Z,10Z,13Z,16Z)/18:2(9Z,12Z)), PC(20:5(5Z,8Z,11Z,14Z,17Z)/20:1(11Z))"
PC(40:7),832.6,184.1,PC,832.6 -> 184.1,"LMGP01011669, LMGP01012108, LMGP01011698, LMGP01012080, LMGP01011918, LMGP01011889, LMGP01010847, LMGP01010946, LMGP01012081, LMGP01010913, LMGP01011859, LMGP01011946","PC(18:3(6Z,9Z,12Z)/22:4(7Z,10Z,13Z,16Z)), PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(9Z)), PC(18:3(9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z)), PC(22:4(7Z,10Z,13Z,16Z)/18:3(6Z,9Z,12Z)), PC(20:4(5Z,8Z,11Z,14Z)/20:3(8Z,11Z,14Z)), PC(20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)), PC(18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PC(18:2(9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z)), PC(22:4(7Z,10Z,13Z,16Z)/18:3(9Z,12Z,15Z)), PC(18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PC(20:2(11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z)), PC(20:5(5Z,8Z,11Z,14Z,17Z)/20:2(11Z,14Z))"
PC(40:8),830.6,184.1,PC,830.6 -> 184.1,"LMGP01011890, LMGP01011729, LMGP01011947, LMGP01012109, LMGP01010947, LMGP01011047, LMGP01011052, LMGP01012082","PC(20:3(8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z)), PC(18:4(6Z,9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z)), PC(20:5(5Z,8Z,11Z,14Z,17Z)/20:3(8Z,11Z,14Z)), PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z)), PC(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PC(20:4(5E,8E,11E,14E)/20:4(5E,8E,11E,14E)), PC(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)), PC(22:4(7Z,10Z,13Z,16Z)/18:4(6Z,9Z,12Z,15Z))"
PC(40:9),828.6,184.1,PC,828.6 -> 184.1,"LMGP01011699, LMGP01011919, LMGP01012110, LMGP01011670, LMGP01012111, LMGP01011948","PC(18:3(9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PC(20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z)), PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:3(6Z,9Z,12Z)), PC(18:3(6Z,9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:3(9Z,12Z,15Z)), PC(20:5(5Z,8Z,11Z,14Z,17Z)/20:4(5Z,8Z,11Z,14Z))"
PC(42:0),874.7,184.1,PC,874.7 -> 184.1,"LMGP01011994, LMGP01010663, LMGP01010825, LMGP01011025, LMGP01011072, LMGP01011150","PC(22:0/20:0), PC(16:0/26:0), PC(18:0/24:0), PC(20:0/22:0), PC(21:0/21:0), PC(24:0/18:0)"
PC(42:1),872.7,184.1,PC,872.7 -> 184.1,"LMGP01012236, LMGP01012161, LMGP01012023, LMGP01010826, LMGP01011026, LMGP01011040, LMGP01011041, LMGP01011097, LMGP01011151, LMGP01011802, LMGP01011830, LMGP01012226, LMGP01010915, LMGP01011152, LMGP01012240","PC(24:0/18:1(11Z)), PC(18:1(11Z)/24:0), PC(22:1(11Z)/20:0), PC(18:0/24:1(15Z)), PC(20:0/22:1(13Z)), PC(20:1(13E)/22:0), PC(20:1(13Z)/22:0), PC(22:0/20:1(11Z)), PC(24:0/18:1(6Z)), PC(20:0/22:1(11Z)), PC(20:1(11Z)/22:0), PC(22:1(13Z)/20:0), PC(18:1(9Z)/24:0), PC(24:0/18:1(9Z)), PC(24:1(15Z)/18:0)"
PC(42:10),854.6,184.1,PC,854.6 -> 184.1,"LMGP01011925, LMGP01012119, LMGP01011058","PC(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:4(5Z,8Z,11Z,14Z)), PC(20:5(5Z,8Z,11Z,14Z,17Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
PC(42:11),852.6,184.1,PC,852.6 -> 184.1,"LMGP01011059, LMGP01012120","PC(20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
PC(42:2),870.7,184.1,PC,870.7 -> 184.1,"LMGP01012054, LMGP01011995, LMGP01012189, LMGP01012167, LMGP01012237, LMGP01012241, LMGP01012024, LMGP01010665, LMGP01011203, LMGP01011803, LMGP01011831, LMGP01011861, LMGP01012242, LMGP01012227, LMGP01012162, LMGP01012173","PC(22:2(13Z,16Z)/20:0), PC(22:0/20:2(11Z,14Z)), PC(20:1(11Z)/22:1(13Z)), PC(18:1(9Z)/24:1(15Z)), PC(24:0/18:2(9Z,12Z)), PC(24:1(15Z)/18:1(11Z)), PC(22:1(11Z)/20:1(11Z)), PC(16:0/26:2(5Z,9Z)), PC(26:2(5Z,9Z)/16:0), PC(20:0/22:2(13Z,16Z)), PC(20:1(11Z)/22:1(11Z)), PC(20:2(11Z,14Z)/22:0), PC(24:1(15Z)/18:1(9Z)), PC(22:1(13Z)/20:1(11Z)), PC(18:1(11Z)/24:1(15Z)), PC(18:2(9Z,12Z)/24:0)"
PC(42:3),868.7,184.1,PC,868.7 -> 184.1,"LMGP01012025, LMGP01012055, LMGP01011996, LMGP01011832, LMGP01011862, LMGP01011892","PC(22:1(11Z)/20:2(11Z,14Z)), PC(22:2(13Z,16Z)/20:1(11Z)), PC(22:0/20:3(8Z,11Z,14Z)), PC(20:1(11Z)/22:2(13Z,16Z)), PC(20:2(11Z,14Z)/22:1(11Z)), PC(20:3(8Z,11Z,14Z)/22:0)"
PC(42:4),866.7,184.1,PC,866.7 -> 184.1,"LMGP01012244, LMGP01012026, LMGP01012207, LMGP01012205, LMGP01012238, LMGP01011921, LMGP01012177, LMGP01012184, LMGP01012243, LMGP01012181, LMGP01011804, LMGP01011863, LMGP01012056, LMGP01012085, LMGP01012215, LMGP01012217, LMGP01012229, LMGP01011997, LMGP01011893, LMGP01012228","PC(24:1(15Z)/18:3(9Z,12Z,15Z)), PC(22:1(11Z)/20:3(8Z,11Z,14Z)), PC(20:3(8Z,11Z,14Z)/22:1(13Z)), PC(20:3(5Z,8Z,11Z)/22:1(13Z)), PC(24:0/18:4(6Z,9Z,12Z,15Z)), PC(20:4(5Z,8Z,11Z,14Z)/22:0), PC(18:3(6Z,9Z,12Z)/24:1(15Z)), PC(18:4(6Z,9Z,12Z,15Z)/24:0), PC(24:1(15Z)/18:3(6Z,9Z,12Z)), PC(18:3(9Z,12Z,15Z)/24:1(15Z)), PC(20:0/22:4(7Z,10Z,13Z,16Z)), PC(20:2(11Z,14Z)/22:2(13Z,16Z)), PC(22:2(13Z,16Z)/20:2(11Z,14Z)), PC(22:4(7Z,10Z,13Z,16Z)/20:0), PC(20:4(8Z,11Z,14Z,17Z)/22:0), PC(22:0/20:4(8Z,11Z,14Z,17Z)), PC(22:1(13Z)/20:3(8Z,11Z,14Z)), PC(22:0/20:4(5Z,8Z,11Z,14Z)), PC(20:3(8Z,11Z,14Z)/22:1(11Z)), PC(22:1(13Z)/20:3(5Z,8Z,11Z))"
PC(42:5),864.6,184.1,PC,864.6 -> 184.1,"LMGP01011951, LMGP01011922, LMGP01012027, LMGP01011998, LMGP01011894, LMGP01011027, LMGP01011833, LMGP01012057, LMGP01012086","PC(20:5(5Z,8Z,11Z,14Z,17Z)/22:0), PC(20:4(5Z,8Z,11Z,14Z)/22:1(11Z)), PC(22:1(11Z)/20:4(5Z,8Z,11Z,14Z)), PC(22:0/20:5(5Z,8Z,11Z,14Z,17Z)), PC(20:3(8Z,11Z,14Z)/22:2(13Z,16Z)), PC(20:0/22:5(7Z,10Z,13Z,16Z,19Z)), PC(20:1(11Z)/22:4(7Z,10Z,13Z,16Z)), PC(22:2(13Z,16Z)/20:3(8Z,11Z,14Z)), PC(22:4(7Z,10Z,13Z,16Z)/20:1(11Z))"
PC(42:6),862.6,184.1,PC,862.6 -> 184.1,"LMGP01011952, LMGP01012058, LMGP01011028, LMGP01011864, LMGP01012087, LMGP01012028, LMGP01011923, LMGP01012115","PC(20:5(5Z,8Z,11Z,14Z,17Z)/22:1(11Z)), PC(22:2(13Z,16Z)/20:4(5Z,8Z,11Z,14Z)), PC(20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PC(20:2(11Z,14Z)/22:4(7Z,10Z,13Z,16Z)), PC(22:4(7Z,10Z,13Z,16Z)/20:2(11Z,14Z)), PC(22:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z)), PC(20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z)), PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:0)"
PC(42:7),860.6,184.1,PC,860.6 -> 184.1,"LMGP01011953, LMGP01012059, LMGP01011895, LMGP01012116, LMGP01012088, LMGP01011834","PC(20:5(5Z,8Z,11Z,14Z,17Z)/22:2(13Z,16Z)), PC(22:2(13Z,16Z)/20:5(5Z,8Z,11Z,14Z,17Z)), PC(20:3(8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z)), PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:1(11Z)), PC(22:4(7Z,10Z,13Z,16Z)/20:3(8Z,11Z,14Z)), PC(20:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
PC(42:8),858.6,184.1,PC,858.6 -> 184.1,"LMGP01011924, LMGP01012117, LMGP01011865, LMGP01012089","PC(20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z)), PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:2(11Z,14Z)), PC(20:2(11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PC(22:4(7Z,10Z,13Z,16Z)/20:4(5Z,8Z,11Z,14Z))"
PC(42:9),856.6,184.1,PC,856.6 -> 184.1,"LMGP01012118, LMGP01011954, LMGP01012090, LMGP01011896","PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:3(8Z,11Z,14Z)), PC(20:5(5Z,8Z,11Z,14Z,17Z)/22:4(7Z,10Z,13Z,16Z)), PC(22:4(7Z,10Z,13Z,16Z)/20:5(5Z,8Z,11Z,14Z,17Z)), PC(20:3(8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
PC(44:0),902.8,184.1,PC,902.8 -> 184.1,"LMGP01010828, LMGP01011099, LMGP01010984","PC(18:0/26:0), PC(22:0/22:0), PC(19:0/25:0)"
PC(44:1),900.7,184.1,PC,900.7 -> 184.1,"LMGP01012030, LMGP01011102, LMGP01011155, LMGP01012000, LMGP01011032","PC(22:1(11Z)/22:0), PC(22:0/22:1(13Z)), PC(24:0/20:1(11Z)), PC(22:0/22:1(11Z)), PC(20:0/24:1(15Z))"
PC(44:10),882.6,184.1,PC,882.6 -> 184.1,"LMGP01012096, LMGP01012125","PC(22:4(7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:4(7Z,10Z,13Z,16Z))"
PC(44:12),878.6,184.1,PC,878.6 -> 184.1,LMGP01011119,"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
PC(44:2),898.7,184.1,PC,898.7 -> 184.1,"LMGP01012001, LMGP01012061, LMGP01012031, LMGP01011108, LMGP01011110","PC(22:0/22:2(13Z,16Z)), PC(22:2(13Z,16Z)/22:0), PC(22:1(11Z)/22:1(11Z)), PC(22:1(13E)/22:1(13E)), PC(22:1(13Z)/22:1(13Z))"
PC(44:3),896.7,184.1,PC,896.7 -> 184.1,"LMGP01012062, LMGP01012032","PC(22:2(13Z,16Z)/22:1(11Z)), PC(22:1(11Z)/22:2(13Z,16Z))"
PC(44:4),894.7,184.1,PC,894.7 -> 184.1,"LMGP01012092, LMGP01012002, LMGP01012063","PC(22:4(7Z,10Z,13Z,16Z)/22:0), PC(22:0/22:4(7Z,10Z,13Z,16Z)), PC(22:2(13Z,16Z)/22:2(13Z,16Z))"
PC(44:5),892.7,184.1,PC,892.7 -> 184.1,"LMGP01012033, LMGP01012093","PC(22:1(11Z)/22:4(7Z,10Z,13Z,16Z)), PC(22:4(7Z,10Z,13Z,16Z)/22:1(11Z))"
PC(44:6),890.7,184.1,PC,890.7 -> 184.1,"LMGP01012122, LMGP01012094, LMGP01012064, LMGP01012003","PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:0), PC(22:4(7Z,10Z,13Z,16Z)/22:2(13Z,16Z)), PC(22:2(13Z,16Z)/22:4(7Z,10Z,13Z,16Z)), PC(22:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
PC(44:7),888.6,184.1,PC,888.6 -> 184.1,"LMGP01012123, LMGP01012034","PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:1(11Z)), PC(22:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
PC(44:8),886.6,184.1,PC,886.6 -> 184.1,"LMGP01012095, LMGP01012065, LMGP01012124","PC(22:4(7Z,10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z)), PC(22:2(13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:2(13Z,16Z))"
PC(46:0),930.8,184.1,PC,930.8 -> 184.1,"LMGP01011034, LMGP01011135","PC(20:0/26:0), PC(23:0/23:0)"
PC(46:1),928.8,184.1,PC,928.8 -> 184.1,LMGP01011105,PC(22:0/24:1(15Z))
PC(46:2),926.8,184.1,PC,926.8 -> 184.1,LMGP01011141,PC(23:1(9Z)/23:1(9Z))
PC(48:0),958.8,184.1,PC,958.8 -> 184.1,"LMGP01011107, LMGP01011159","PC(22:0/26:0), PC(24:0/24:0)"
PC(48:2),954.8,184.1,PC,954.8 -> 184.1,LMGP01011163,PC(24:1(15Z)/24:1(15Z))
PC(50:0),986.9,184.1,PC,986.9 -> 184.1,LMGP01011218,PC(34:0/16:0)
PC(52:0),1014.9,184.1,PC,1014.9 -> 184.1,LMGP01011219,PC(36:0/16:0)
PC(52:4),1006.8,184.1,PC,1006.8 -> 184.1,"LMGP01011200, LMGP01011201, LMGP01011202, LMGP01011204, LMGP01011206, LMGP01011217, LMGP01011055","PC(26:2(5E,9E)/26:2(5E,9E), PC(26:2(5E,9Z)/26:2(5E,9Z)), PC(26:2(5Z,9E)/26:2(5Z,9E)), PC(26:2(5Z,9Z)/26:2(5Z,9Z)), PC(26:2(6Z,9Z)/26:2(6Z,9Z)), PC(32:0/20:4(5Z,8Z,11Z,14Z)), PC(20:4(5Z,8Z,11Z,14Z)/32:0)"
PC(O-32:0),720.6,184.1,PC,720.6 -> 184.1,"LMGP01020216, LMGP01020015, LMGP01020195, LMGP01020029","PC(O-20:0/12:0), PC(O-14:0/18:0), PC(O-18:0/14:0), PC(O-16:0/16:0)"
PC(O-32:1),718.6,184.1,PC,718.6 -> 184.1,"LMGP01020196, LMGP01020182, LMGP01030025, LMGP01030048, LMGP01030074, LMGP01020016","PC(O-18:0/14:1(9Z)), PC(O-16:0/16:1(9Z)), PC(P-16:0/16:0), PC(P-18:0/14:0), PC(P-20:0/12:0), PC(O-14:0/18:1(9Z))"
PC(O-32:2),716.6,184.1,PC,716.6 -> 184.1,"LMGP01020017, LMGP01030026, LMGP01030133, LMGP01030049, LMGP01030143, LMGP01030004","PC(O-14:0/18:2(9Z,12Z)), PC(P-16:0/16:1(9Z)), PC(P-18:1(11Z)/14:0), PC(P-18:0/14:1(9Z)), PC(P-18:1(9Z)/14:0), PC(P-14:0/18:1(9Z))"
PC(O-32:3),714.5,184.1,PC,714.5 -> 184.1,LMGP01020018,"PC(O-14:0/18:3(9Z,12Z,15Z))"
PC(O-34:0),748.6,184.1,PC,748.6 -> 184.1,"LMGP01020076, LMGP01020218, LMGP01020086, LMGP01020033","PC(O-17:0/17:0), PC(O-20:0/14:0), PC(O-18:0/16:0), PC(O-16:0/18:0)"
PC(O-34:1),746.6,184.1,PC,746.6 -> 184.1,"LMGP01020219, LMGP01030052, LMGP01030030, LMGP01020003, LMGP01020152, LMGP01020256, LMGP01020089, LMGP01020261, LMGP01030076","PC(O-20:0/14:1(9Z)), PC(P-18:0/16:0), PC(P-16:0/18:0), PC(O-16:0/18:1(9Z)), PC(O-18:1(9Z)/16:0), PC(O-16:1(9Z)/18:0), PC(O-18:0/16:1(9Z)), PC(O-18:1(11Z)/16:0), PC(P-20:0/14:0)"
PC(O-34:2),744.6,184.1,PC,744.6 -> 184.1,"LMGP01030144, LMGP01030077, LMGP01030134, LMGP01030006, LMGP01030128, LMGP01030053, LMGP01020039","PC(P-18:1(9Z)/16:0), PC(P-20:0/14:1(9Z)), PC(P-18:1(11Z)/16:0), PC(P-16:0/18:1(9Z)), PC(P-16:0/18:1(11Z)), PC(P-18:0/16:1(9Z)), PC(O-16:0/18:2(9Z,12Z))"
PC(O-34:3),742.6,184.1,PC,742.6 -> 184.1,"LMGP01030008, LMGP01020041, LMGP01020257, LMGP01020042, LMGP01030145, LMGP01030135","PC(P-16:0/18:2(9Z,12Z)), PC(O-16:0/18:3(6Z,9Z,12Z)), PC(O-16:1(9Z)/18:2(9Z,12Z)), PC(O-16:0/18:3(9Z,12Z,15Z)), PC(P-18:1(9Z)/16:1(9Z)), PC(P-18:1(11Z)/16:1(9Z))"
PC(O-34:4),740.6,184.1,PC,740.6 -> 184.1,"LMGP01020185, LMGP01080005, LMGP01030031, LMGP01030032, LMGP01020021","PC(O-16:0/18:4(6Z,9Z,12Z,15Z)), None, PC(P-16:0/18:3(6Z,9Z,12Z)), PC(P-16:0/18:3(9Z,12Z,15Z)), PC(O-14:0/20:4(5Z,8Z,11Z,14Z))"
PC(O-36:0),776.6,184.1,PC,776.6 -> 184.1,"LMGP01020023, LMGP01020051, LMGP01020122, LMGP01020091","PC(O-14:0/22:0), PC(O-16:0/20:0), PC(O-20:0/16:0), PC(O-18:0/18:0)"
PC(O-36:1),774.6,184.1,PC,774.6 -> 184.1,"LMGP01030057, LMGP01020258, LMGP01020052, LMGP01020187, LMGP01020202, LMGP01030080, LMGP01020222, LMGP01030036","PC(P-18:0/18:0), PC(O-16:1(9Z)/20:0), PC(O-16:0/20:1(9Z)), PC(O-16:0/20:1(11Z)), PC(O-18:0/18:1(9Z)), PC(P-20:0/16:0), PC(O-20:0/16:1(9Z)), PC(P-16:0/20:0)"
PC(O-36:2),772.6,184.1,PC,772.6 -> 184.1,"LMGP01030081, LMGP01030130, LMGP01020263, LMGP01030146, LMGP01030013, LMGP01030037, LMGP01030136, LMGP01020188, LMGP01020203","PC(P-20:0/16:1(9Z)), PC(P-18:0/18:1(11Z)), PC(O-18:1(9Z)/18:1(11Z)), PC(P-18:1(9Z)/18:0), PC(P-18:0/18:1(9Z)), PC(P-16:0/20:1(11Z)), PC(P-18:1(11Z)/18:0), PC(O-16:0/20:2(11Z,14Z)), PC(O-18:0/18:2(9Z,12Z))"
PC(O-36:3),770.6,184.1,PC,770.6 -> 184.1,"LMGP01020053, LMGP01020205, LMGP01030058, LMGP01030038, LMGP01030137, LMGP01020204, LMGP01020264, LMGP01020262","PC(O-16:0/20:3(8Z,11Z,14Z)), PC(O-18:0/18:3(9Z,12Z,15Z)), PC(P-18:0/18:2(9Z,12Z)), PC(P-16:0/20:2(11Z,14Z)), PC(P-18:1(11Z)/18:1(11Z)), PC(O-18:0/18:3(6Z,9Z,12Z)), PC(O-18:1(9Z)/18:2(9Z,12Z)), PC(O-18:1(11Z)/18:2(9Z,12Z))"
PC(O-36:4),768.6,184.1,PC,768.6 -> 184.1,"LMGP01020206, LMGP01030060, LMGP01030039, LMGP01020245, LMGP01020270, LMGP01030059, LMGP01030129, LMGP01020056, LMGP01020054","PC(O-18:0/18:4(6Z,9Z,12Z,15Z)), PC(P-18:0/18:3(9Z,12Z,15Z)), PC(P-16:0/20:3(8Z,11Z,14Z)), PC(O-16:0/20:4(8Z,11Z,14Z,17Z)), PC(O-18:2(9Z,12Z)/18:2(9Z,12Z)), PC(P-18:0/18:3(6Z,9Z,12Z)), PC(P-16:0/20:3(5Z,8Z,11Z)), PC(O-16:0/20:4(5Z,8Z,11Z,14Z)), PC(O-16:0/20:4(5E,8E,11E,14E))"
PC(O-36:5),766.6,184.1,PC,766.6 -> 184.1,"LMGP01020259, LMGP01030061, LMGP01030010, LMGP01020058","PC(O-16:1(9Z)/20:4(8Z,11Z,14Z,17Z)), PC(P-18:0/18:4(6Z,9Z,12Z,15Z)), PC(P-16:0/20:4(5Z,8Z,11Z,14Z)), PC(O-16:0/20:5(5Z,8Z,11Z,14Z,17Z))"
PC(O-38:0),804.7,184.1,PC,804.7 -> 184.1,"LMGP01020226, LMGP01020097, LMGP01020060","PC(O-20:0/18:0), PC(O-18:0/20:0), PC(O-16:0/22:0)"
PC(O-38:1),802.7,184.1,PC,802.7 -> 184.1,"LMGP01020209, LMGP01020260, LMGP01020190, LMGP01030085, LMGP01030064, LMGP01020099, LMGP01030042, LMGP01020227, LMGP01020265","PC(O-18:0/20:1(11Z)), PC(O-16:1(9Z)/22:0), PC(O-16:0/22:1(11Z)), PC(P-20:0/18:0), PC(P-18:0/20:0), PC(O-18:0/20:1(9Z)), PC(P-16:0/22:0), PC(O-20:0/18:1(9Z)), PC(O-18:1(9Z)/20:0)"
PC(O-38:2),800.6,184.1,PC,800.6 -> 184.1,"LMGP01030065, LMGP01030086, LMGP01020191, LMGP01020228, LMGP01020210, LMGP01020266, LMGP01020271, LMGP01030043","PC(P-18:0/20:1(11Z)), PC(P-20:0/18:1(9Z)), PC(O-16:0/22:2(13Z,16Z)), PC(O-20:0/18:2(9Z,12Z)), PC(O-18:0/20:2(11Z,14Z)), PC(O-18:1(9Z)/20:1(11Z)), PC(O-18:2(9Z,12Z)/20:0), PC(P-16:0/22:1(11Z))"
PC(O-38:3),798.6,184.1,PC,798.6 -> 184.1,"LMGP01020211, LMGP01020229, LMGP01030087, LMGP01020230, LMGP01030066, LMGP01030044","PC(O-18:0/20:3(8Z,11Z,14Z)), PC(O-20:0/18:3(6Z,9Z,12Z)), PC(P-20:0/18:2(9Z,12Z)), PC(O-20:0/18:3(9Z,12Z,15Z)), PC(P-18:0/20:2(11Z,14Z)), PC(P-16:0/22:2(13Z,16Z))"
PC(O-38:4),796.6,184.1,PC,796.6 -> 184.1,"LMGP01030131, LMGP01030067, LMGP01020102, LMGP01030089, LMGP01020247, LMGP01020100, LMGP01030138, LMGP01020192, LMGP01030088, LMGP01020231","PC(P-18:0/20:3(5Z,8Z,11Z)), PC(P-18:0/20:3(8Z,11Z,14Z)), PC(O-18:0/20:4(5Z,8Z,11Z,14Z)), PC(P-20:0/18:3(9Z,12Z,15Z)), PC(O-18:0/20:4(8Z,11Z,14Z,17Z)), PC(O-18:0/20:4(5E,8E,11E,14E)), PC(P-18:1(11Z)/20:2(11Z,14Z)), PC(O-16:0/22:4(7Z,10Z,13Z,16Z)), PC(P-20:0/18:3(6Z,9Z,12Z)), PC(O-20:0/18:4(6Z,9Z,12Z,15Z))"
PC(O-38:5),794.6,184.1,PC,794.6 -> 184.1,"LMGP01020066, LMGP01030090, LMGP01020104, LMGP01020157, LMGP01030012, LMGP01030045, LMGP01020267","PC(O-16:0/22:5(7Z,10Z,13Z,16Z,19Z)), PC(P-20:0/18:4(6Z,9Z,12Z,15Z)), PC(O-18:0/20:5(5Z,8Z,11Z,14Z,17Z)), PC(O-18:1(9Z)/20:4(5Z,8Z,11Z,14Z)), PC(P-18:0/20:4(5Z,8Z,11Z,14Z)), PC(P-16:0/22:4(7Z,10Z,13Z,16Z)), PC(O-18:1(9Z)/20:4(8Z,11Z,14Z,17Z))"
